Date,Open,High,Low,Close,Adj Close,Volume
2000-12-04,2572.879883,2914.969971,2475.629883,2895.389893,2895.389893,10728890000
2000-12-11,2900.280029,2990.830078,2511.350098,2543.090088,2543.090088,10950370000
2000-12-18,2604.080078,2639.000000,2174.760010,2436.260010,2436.260010,12160720000
2000-12-25,2435.510010,2505.649902,2328.860107,2341.699951,2341.699951,8285240000
2001-01-01,2341.280029,2547.040039,2087.320068,2267.850098,2267.850098,9822280000
2001-01-08,2245.439941,2591.550049,2151.159912,2506.050049,2506.050049,11657560000
2001-01-15,2502.659912,2740.760010,2432.870117,2655.770020,2655.770020,10149030000
2001-01-22,2639.610107,2771.629883,2526.550049,2631.780029,2631.780029,11449880000
2001-01-29,2601.669922,2718.510010,2471.510010,2472.179932,2472.179932,9804190000
2001-02-05,2447.719971,2531.050049,2247.520020,2261.770020,2261.770020,9228870000
2001-02-12,2247.199951,2423.649902,2173.419922,2212.510010,2212.510010,9466250000
2001-02-19,2229.909912,2235.739990,1935.209961,2056.060059,2056.060059,8619460000
2001-02-26,2088.030029,2103.629883,1837.979980,1881.339966,1881.339966,10261280000
2001-03-05,1908.619995,2029.010010,1802.910034,1813.020020,1813.020020,8977800000
2001-03-12,1758.060059,1813.680054,1627.800049,1647.510010,1647.510010,10459500000
2001-03-19,1659.699951,1754.650024,1582.479980,1705.020020,1705.020020,10689590000
2001-03-26,1735.530029,1751.140015,1530.140015,1573.250000,1573.250000,9961390000
2001-04-02,1569.660034,1594.359985,1348.520020,1448.160034,1448.160034,11055950000
2001-04-09,1472.810059,1714.689941,1437.849976,1714.290039,1714.290039,7927100000
2001-04-16,1682.170044,1981.900024,1603.989990,1933.569946,1933.569946,12001430000
2001-04-23,1881.520020,1881.540039,1743.449951,1810.469971,1810.469971,9638300000
2001-04-30,1855.900024,1980.130005,1810.859985,1924.119995,1924.119995,10601830000
2001-05-07,1924.680054,1948.020020,1810.890015,1821.199951,1821.199951,8608020000
2001-05-14,1819.390015,1955.770020,1768.619995,1927.689941,1927.689941,9074670000
2001-05-21,1931.290039,2073.979980,1927.040039,1960.739990,1960.739990,9763050000
2001-05-28,1946.569946,1946.569946,1768.979980,1840.829956,1840.829956,7000660000
2001-06-04,1861.119995,1963.829956,1819.079956,1896.219971,1896.219971,8035640000
2001-06-11,1885.170044,1885.170044,1657.650024,1701.530029,1701.530029,8552080000
2001-06-18,1712.040039,1774.250000,1655.260010,1727.469971,1727.469971,9554260000
2001-06-25,1752.709961,1865.359985,1705.930054,1830.189941,1830.189941,8880100000
2001-07-02,1831.420044,1864.199951,1666.619995,1668.589966,1668.589966,5113950000
2001-07-09,1680.880005,1782.520020,1600.189941,1751.109985,1751.109985,8284340000
2001-07-16,1743.089966,1758.930054,1652.000000,1676.459961,1676.459961,8471500000
2001-07-23,1695.199951,1699.439941,1580.569946,1683.180054,1683.180054,7982720000
2001-07-30,1689.209961,1766.579956,1662.670044,1725.900024,1725.900024,7665290000
2001-08-06,1705.880005,1718.589966,1576.069946,1617.449951,1617.449951,6916100000
2001-08-13,1627.339966,1672.069946,1514.000000,1516.579956,1516.579956,6758130000
2001-08-20,1518.189941,1579.680054,1467.579956,1579.619995,1579.619995,6994230000
2001-08-27,1576.160034,1601.969971,1438.910034,1469.699951,1469.699951,7063620000
2001-09-03,1466.319946,1502.670044,1339.890015,1354.270020,1354.270020,7087720000
2001-09-10,1342.079956,1375.599976,1339.410034,1365.390015,1365.390015,1612970000
2001-09-17,1277.119995,1310.229980,1088.959961,1126.949951,1126.949951,11976440000
2001-09-24,1166.719971,1255.939941,1101.390015,1168.369995,1168.369995,10152320000
2001-10-01,1161.739990,1313.640015,1131.319946,1271.729980,1271.729980,10398130000
2001-10-08,1249.319946,1396.290039,1235.420044,1393.839966,1393.839966,9521370000
2001-10-15,1370.199951,1440.630005,1302.530029,1347.589966,1347.589966,9106910000
2001-10-22,1340.959961,1487.400024,1333.619995,1454.900024,1454.900024,9524140000
2001-10-29,1445.640015,1450.680054,1320.479980,1425.780029,1425.780029,8764110000
2001-11-05,1453.939941,1580.589966,1453.750000,1514.959961,1514.959961,9570650000
2001-11-12,1511.770020,1614.770020,1463.119995,1582.140015,1582.140015,9698750000
2001-11-19,1597.800049,1618.189941,1526.079956,1577.469971,1577.469971,6060890000
2001-11-26,1590.050049,1644.380005,1557.030029,1596.050049,1596.050049,9565670000
2001-12-03,1576.260010,1734.579956,1562.729980,1673.900024,1673.900024,10312080000
2001-12-10,1658.469971,1695.150024,1590.709961,1605.670044,1605.670044,9535810000
2001-12-17,1607.079956,1665.390015,1557.180054,1578.270020,1578.270020,10015570000
2001-12-24,1581.160034,1637.569946,1575.010010,1621.130005,1621.130005,4261080000
2001-12-31,1617.349976,1698.459961,1565.079956,1675.030029,1675.030029,7347750000
2002-01-07,1691.359985,1710.229980,1627.420044,1634.170044,1634.170044,9703400000
2002-01-14,1624.910034,1633.119995,1537.989990,1548.219971,1548.219971,8980190000
2002-01-21,1567.589966,1586.339966,1500.890015,1558.260010,1558.260010,7251520000
2002-01-28,1573.390015,1582.650024,1481.459961,1528.150024,1528.150024,8937960000
2002-02-04,1526.319946,1528.300049,1405.790039,1452.170044,1452.170044,9784390000
2002-02-11,1451.130005,1508.250000,1432.959961,1436.699951,1436.699951,8091380000
2002-02-18,1421.069946,1424.040039,1329.930054,1356.160034,1356.160034,7340470000
2002-02-25,1366.439941,1435.810059,1356.040039,1435.410034,1435.410034,8998970000
2002-03-04,1434.689941,1562.969971,1422.219971,1555.109985,1555.109985,10236970000
2002-03-11,1542.089966,1573.420044,1470.489990,1495.410034,1495.410034,8369270000
2002-03-18,1511.829956,1523.270020,1443.170044,1470.099976,1470.099976,7730000000
2002-03-25,1473.619995,1481.969971,1423.030029,1452.810059,1452.810059,6380610000
2002-04-01,1440.380005,1481.739990,1375.630005,1376.719971,1376.719971,8199990000
2002-04-08,1346.770020,1405.099976,1322.250000,1351.849976,1351.849976,8467000000
2002-04-15,1358.760010,1426.010010,1336.420044,1385.010010,1385.010010,8597560000
2002-04-22,1365.339966,1365.339966,1250.819946,1250.890015,1250.890015,9449800000
2002-04-29,1256.579956,1292.189941,1185.790039,1190.739990,1190.739990,10174560000
2002-05-06,1191.530029,1282.439941,1142.250000,1188.780029,1188.780029,9946040000
2002-05-13,1200.689941,1350.540039,1192.900024,1325.800049,1325.800049,9811570000
2002-05-20,1309.829956,1313.260010,1233.780029,1253.030029,1253.030029,7798370000
2002-05-27,1264.130005,1264.859985,1202.239990,1208.339966,1208.339966,6006430000
2002-06-03,1205.199951,1213.180054,1106.609985,1140.239990,1140.239990,8879440000
2002-06-10,1142.510010,1155.760010,1055.569946,1109.599976,1109.599976,8667260000
2002-06-17,1126.540039,1163.459961,1031.949951,1035.630005,1035.630005,8580670000
2002-06-24,1023.059998,1075.630005,979.869995,1051.410034,1051.410034,10510860000
2002-07-01,1044.479980,1061.050049,950.330017,1060.890015,1060.890015,8825220000
2002-07-08,1051.270020,1066.280029,945.849976,1000.820007,1000.820007,9566360000
2002-07-15,990.979980,1060.770020,955.289978,965.369995,965.369995,11074510000
2002-07-22,958.340027,980.640015,869.169983,910.909973,910.909973,10465840000
2002-07-29,935.049988,992.340027,878.479980,892.510010,892.510010,8274390000
2002-08-05,889.489990,953.380005,856.349976,937.330017,937.330017,7251460000
2002-08-12,925.679993,1004.219971,904.469971,996.059998,996.059998,7286200000
2002-08-19,997.390015,1052.489990,993.460022,1010.489990,1010.489990,7414220000
2002-08-26,1017.619995,1021.659973,926.609985,942.380005,942.380005,6570230000
2002-09-02,928.500000,932.960022,882.849976,922.219971,922.219971,5728440000
2002-09-09,913.679993,978.460022,901.130005,923.830017,923.830017,6222990000
2002-09-16,919.099976,932.909973,864.130005,871.599976,871.599976,7485740000
2002-09-23,860.989990,897.450012,830.210022,860.349976,860.349976,7909610000
2002-09-30,848.719971,882.770020,809.940002,815.400024,815.400024,8388810000
2002-10-07,813.059998,899.460022,795.250000,890.609985,890.609985,8755900000
2002-10-14,878.750000,957.159973,876.210022,956.130005,956.130005,8287810000
2002-10-21,945.859985,998.539978,937.549988,995.549988,995.549988,8308730000
2002-10-28,1007.719971,1020.590027,941.169983,1019.059998,1019.059998,8514680000
2002-11-04,1049.489990,1070.510010,1004.039978,1008.349976,1008.349976,9628960000
2002-11-11,1004.409973,1062.859985,972.340027,1061.280029,1061.280029,8185550000
2002-11-18,1073.890015,1122.510010,1019.070007,1116.010010,1116.010010,9559890000
2002-11-25,1118.010010,1134.599976,1083.859985,1116.099976,1116.099976,6456380000
2002-12-02,1144.209961,1155.680054,1035.550049,1065.969971,1065.969971,8455270000
2002-12-09,1054.869995,1055.359985,1005.849976,1005.849976,1005.849976,7170580000
2002-12-16,1011.890015,1052.589966,999.799988,1013.900024,1013.900024,7919220000
2002-12-23,1012.460022,1041.489990,996.099976,997.849976,997.849976,3334210000
2002-12-30,999.390015,1033.369995,977.590027,1031.630005,1031.630005,4680480000
2003-01-06,1034.020020,1096.449951,1034.020020,1087.359985,1087.359985,8118770000
2003-01-13,1101.239990,1104.319946,1017.530029,1017.580017,1017.580017,7018850000
2003-01-20,1022.940002,1039.160034,992.849976,996.179993,996.179993,5967790000
2003-01-27,985.080017,1022.979980,968.340027,983.049988,983.049988,7355490000
2003-02-03,987.369995,999.159973,951.669983,957.049988,957.049988,6440000000
2003-02-10,961.690002,989.320007,938.520020,982.090027,982.090027,6369550000
2003-02-17,990.210022,1019.250000,986.729980,1015.919983,1015.919983,5146480000
2003-02-24,1009.140015,1013.340027,969.559998,1009.739990,1009.739990,6418010000
2003-03-03,1015.869995,1023.469971,964.250000,986.820007,986.820007,6534260000
2003-03-10,977.950012,1042.560059,946.789978,1030.449951,1030.449951,7305440000
2003-03-17,1021.969971,1099.609985,1018.760010,1093.119995,1093.119995,8721690000
2003-03-24,1064.650024,1075.430054,1044.380005,1046.719971,1046.719971,6979320000
2003-03-31,1028.430054,1078.760010,1014.960022,1050.699951,1050.699951,7430390000
2003-04-07,1089.930054,1091.739990,1018.169983,1026.150024,1026.150024,6613830000
2003-04-14,1028.000000,1084.810059,1025.800049,1083.560059,1083.560059,5665140000
2003-04-21,1083.750000,1115.670044,1070.859985,1083.189941,1083.189941,7880770000
2003-04-28,1086.579956,1137.449951,1084.770020,1136.349976,1136.349976,8067560000
2003-05-05,1139.599976,1161.000000,1116.670044,1143.550049,1143.550049,9163660000
2003-05-12,1141.079956,1165.530029,1133.890015,1154.479980,1154.479980,9235540000
2003-05-19,1146.739990,1152.589966,1103.199951,1130.050049,1130.050049,8205560000
2003-05-26,1123.660034,1201.250000,1123.250000,1197.890015,1197.890015,8518570000
2003-06-02,1210.770020,1265.689941,1180.010010,1213.109985,1213.109985,12512810000
2003-06-09,1206.949951,1235.880005,1188.040039,1203.910034,1203.910034,9184390000
2003-06-16,1211.579956,1255.390015,1206.130005,1223.400024,1223.400024,9688100000
2003-06-23,1220.189941,1229.109985,1186.530029,1205.239990,1205.239990,7992870000
2003-06-30,1212.510010,1250.619995,1180.109985,1231.339966,1231.339966,6316200000
2003-07-07,1250.030029,1307.030029,1250.030029,1280.569946,1280.569946,9219170000
2003-07-14,1301.189941,1316.420044,1244.109985,1259.910034,1259.910034,9324940000
2003-07-21,1256.119995,1287.449951,1232.160034,1278.310059,1278.310059,8533230000
2003-07-28,1281.500000,1298.810059,1257.130005,1264.339966,1264.339966,8095890000
2003-08-04,1263.619995,1277.069946,1204.290039,1207.280029,1207.280029,8153430000
2003-08-11,1209.349976,1257.459961,1208.329956,1253.630005,1253.630005,5998340000
2003-08-18,1258.180054,1342.640015,1256.900024,1304.540039,1304.540039,8135130000
2003-08-25,1302.500000,1344.739990,1280.589966,1341.199951,1341.199951,6523120000
2003-09-01,1347.640015,1380.239990,1333.290039,1361.900024,1361.900024,7945520000
2003-09-08,1366.550049,1387.449951,1327.920044,1357.630005,1357.630005,9716520000
2003-09-15,1359.969971,1406.609985,1345.939941,1392.260010,1392.260010,9052530000
2003-09-22,1371.180054,1388.670044,1309.199951,1309.310059,1309.310059,9671440000
2003-09-29,1318.329956,1385.790039,1302.260010,1375.319946,1375.319946,8971580000
2003-10-06,1378.199951,1418.089966,1368.130005,1404.869995,1404.869995,8566410000
2003-10-13,1412.369995,1439.969971,1392.079956,1394.020020,1394.020020,8786230000
2003-10-20,1395.410034,1424.800049,1346.010010,1370.609985,1370.609985,8878720000
2003-10-27,1378.949951,1443.180054,1369.380005,1416.390015,1416.390015,9555100000
2003-11-03,1423.130005,1453.459961,1414.369995,1436.729980,1436.729980,10288720000
2003-11-10,1435.869995,1448.060059,1401.449951,1407.510010,1407.510010,8926740000
2003-11-17,1399.380005,1405.939941,1357.250000,1373.319946,1373.319946,8978510000
2003-11-24,1385.199951,1426.760010,1385.199951,1424.250000,1424.250000,5855960000
2003-12-01,1434.099976,1452.030029,1405.550049,1406.910034,1406.910034,9664520000
2003-12-08,1406.020020,1425.010010,1372.869995,1417.270020,1417.270020,8608220000
2003-12-15,1442.050049,1442.650024,1384.520020,1426.170044,1426.170044,8686920000
2003-12-22,1422.790039,1451.209961,1419.819946,1443.859985,1443.859985,3778030000
2003-12-29,1447.619995,1479.589966,1447.619995,1463.569946,1463.569946,6399970000
2004-01-05,1474.550049,1541.839966,1474.189941,1520.459961,1520.459961,12097120000
2004-01-12,1524.540039,1553.640015,1513.209961,1553.619995,1553.619995,11619660000
2004-01-19,1558.890015,1559.469971,1519.739990,1531.209961,1531.209961,9603330000
2004-01-26,1526.569946,1553.660034,1474.130005,1493.079956,1493.079956,10985800000
2004-02-02,1497.780029,1507.589966,1461.010010,1498.949951,1498.949951,9839640000
2004-02-09,1502.319946,1516.209961,1478.540039,1484.469971,1484.469971,8838650000
2004-02-16,1498.699951,1524.089966,1470.920044,1482.099976,1482.099976,7379170000
2004-02-23,1488.280029,1489.400024,1452.489990,1470.380005,1470.380005,9354510000
2004-03-01,1476.040039,1494.670044,1456.869995,1472.989990,1472.989990,9229020000
2004-03-08,1476.849976,1481.189941,1402.199951,1431.400024,1431.400024,10208030000
2004-03-15,1423.150024,1432.229980,1394.109985,1398.579956,1398.579956,8689140000
2004-03-22,1386.760010,1431.229980,1368.079956,1415.390015,1415.390015,9205300000
2004-03-29,1429.540039,1490.300049,1429.089966,1490.300049,1490.300049,9183180000
2004-04-05,1488.449951,1508.369995,1475.619995,1485.510010,1485.510010,7016500000
2004-04-12,1489.589966,1502.520020,1440.560059,1449.060059,1449.060059,9113230000
2004-04-19,1448.890015,1497.170044,1434.160034,1497.010010,1497.010010,9723710000
2004-04-26,1496.670044,1499.449951,1401.359985,1401.359985,1401.359985,10282510000
2004-05-03,1409.060059,1438.489990,1403.359985,1406.189941,1406.189941,8764540000
2004-05-10,1395.209961,1425.689941,1378.640015,1399.849976,1399.849976,8513610000
2004-05-17,1379.989990,1427.510010,1372.459961,1408.170044,1408.170044,7716470000
2004-05-24,1418.770020,1469.229980,1406.199951,1466.219971,1466.219971,7658160000
2004-05-31,1457.709961,1474.099976,1445.209961,1455.040039,1455.040039,5923420000
2004-06-07,1465.560059,1496.000000,1464.010010,1481.270020,1481.270020,5815930000
2004-06-14,1470.619995,1487.829956,1451.780029,1464.650024,1464.650024,7430730000
2004-06-21,1467.979980,1503.910034,1448.819946,1498.380005,1498.380005,8485240000
2004-06-28,1507.319946,1523.479980,1473.729980,1481.189941,1481.189941,7886310000
2004-07-05,1470.469971,1471.209961,1430.810059,1440.000000,1440.000000,6867760000
2004-07-12,1429.910034,1439.780029,1392.170044,1392.170044,1392.170044,8234800000
2004-07-19,1398.920044,1433.270020,1370.699951,1375.479980,1375.479980,9175090000
2004-07-26,1376.800049,1412.000000,1359.199951,1400.390015,1400.390015,8494510000
2004-08-02,1390.209961,1408.310059,1314.969971,1315.300049,1315.300049,7954760000
2004-08-09,1320.829956,1346.709961,1301.930054,1307.819946,1307.819946,7506620000
2004-08-16,1309.500000,1373.010010,1309.500000,1366.729980,1366.729980,7014440000
2004-08-23,1370.510010,1393.229980,1360.819946,1388.560059,1388.560059,6041290000
2004-08-30,1383.119995,1402.069946,1354.099976,1371.819946,1371.819946,6186280000
2004-09-06,1382.479980,1414.550049,1372.530029,1413.000000,1413.000000,6033680000
2004-09-13,1417.839966,1435.949951,1412.540039,1426.300049,1426.300049,7791710000
2004-09-20,1417.390015,1440.810059,1397.500000,1399.050049,1399.050049,7442290000
2004-09-27,1389.939941,1452.939941,1376.989990,1452.939941,1452.939941,7967970000
2004-10-04,1463.219971,1474.699951,1428.109985,1430.959961,1430.959961,8891350000
2004-10-11,1435.540039,1453.719971,1416.290039,1430.979980,1430.979980,7696900000
2004-10-18,1428.079956,1478.459961,1424.819946,1438.250000,1438.250000,8612760000
2004-10-25,1435.680054,1496.979980,1423.979980,1486.719971,1486.719971,8954070000
2004-11-01,1486.250000,1534.839966,1479.859985,1525.239990,1525.239990,9057760000
2004-11-08,1525.130005,1558.410034,1514.319946,1558.410034,1558.410034,8924000000
2004-11-15,1554.310059,1581.790039,1541.839966,1552.109985,1552.109985,9961850000
2004-11-22,1551.160034,1587.079956,1543.969971,1578.260010,1578.260010,6261510000
2004-11-29,1586.459961,1631.900024,1567.270020,1614.400024,1614.400024,10817270000
2004-12-06,1612.329956,1628.250000,1577.770020,1605.160034,1605.160034,11291620000
2004-12-13,1617.530029,1635.699951,1596.479980,1596.609985,1596.609985,11456540000
2004-12-20,1603.839966,1619.560059,1587.209961,1613.770020,1613.770020,7197850000
2004-12-27,1621.329956,1629.900024,1600.250000,1621.119995,1621.119995,7339730000
2005-01-03,1628.750000,1635.449951,1551.290039,1564.810059,1564.810059,11625100000
2005-01-10,1561.229980,1577.709961,1543.040039,1561.109985,1561.109985,10762650000
2005-01-17,1554.189941,1574.390015,1502.479980,1503.640015,1503.640015,8476670000
2005-01-24,1507.790039,1513.439941,1480.660034,1499.459961,1499.459961,10447750000
2005-01-31,1515.160034,1534.969971,1501.959961,1534.489990,1534.489990,9591590000
2005-02-07,1534.479980,1542.410034,1497.349976,1530.510010,1530.510010,9849960000
2005-02-14,1531.189941,1561.170044,1512.729980,1515.400024,1515.400024,9140920000
2005-02-21,1502.939941,1528.000000,1489.989990,1526.900024,1526.900024,7737750000
2005-02-28,1517.060059,1541.140015,1498.170044,1520.579956,1520.579956,9800860000
2005-03-07,1524.040039,1552.530029,1501.989990,1505.640015,1505.640015,9159290000
2005-03-14,1509.189941,1520.430054,1475.260010,1484.400024,1484.400024,9368300000
2005-03-21,1483.160034,1490.569946,1463.430054,1469.939941,1469.939941,6856030000
2005-03-28,1476.400024,1495.579956,1458.260010,1469.349976,1469.349976,8595730000
2005-04-04,1469.420044,1503.209961,1461.270020,1485.599976,1485.599976,8213830000
2005-04-11,1490.430054,1492.319946,1407.819946,1408.589966,1408.589966,9264490000
2005-04-18,1406.300049,1448.369995,1404.859985,1421.209961,1421.209961,9392360000
2005-04-25,1430.989990,1446.819946,1394.359985,1420.790039,1420.790039,8777560000
2005-05-02,1421.900024,1460.760010,1415.599976,1456.000000,1456.000000,8524710000
2005-05-09,1455.680054,1478.890015,1432.829956,1470.630005,1470.630005,8415100000
2005-05-16,1470.310059,1528.060059,1465.849976,1528.060059,1528.060059,8061980000
2005-05-23,1526.969971,1551.119995,1524.410034,1549.800049,1549.800049,7642880000
2005-05-30,1549.479980,1568.959961,1538.540039,1544.479980,1544.479980,6742970000
2005-06-06,1544.959961,1559.530029,1515.959961,1521.020020,1521.020020,8042270000
2005-06-13,1519.609985,1550.630005,1510.819946,1538.130005,1538.130005,8296950000
2005-06-20,1529.650024,1549.000000,1500.180054,1500.180054,1500.180054,8794510000
2005-06-27,1497.290039,1512.770020,1489.739990,1490.530029,1490.530029,7580560000
2005-07-04,1485.959961,1534.290039,1484.180054,1533.270020,1533.270020,6335520000
2005-07-11,1536.449951,1582.400024,1535.069946,1577.819946,1577.819946,8375590000
2005-07-18,1573.619995,1610.839966,1570.020020,1600.760010,1600.760010,8592250000
2005-07-25,1600.619995,1619.949951,1591.400024,1605.140015,1605.140015,8222750000
2005-08-01,1609.739990,1628.569946,1600.250000,1601.589966,1601.589966,8043260000
2005-08-08,1604.229980,1610.209961,1581.410034,1591.750000,1591.750000,7842660000
2005-08-15,1587.589966,1606.959961,1572.439941,1573.719971,1573.719971,7035840000
2005-08-22,1577.150024,1588.920044,1552.989990,1558.839966,1558.839966,6980210000
2005-08-29,1551.359985,1587.819946,1551.310059,1573.119995,1573.119995,7090510000
2005-09-05,1580.209961,1610.119995,1578.989990,1607.829956,1607.829956,6079620000
2005-09-12,1607.599976,1619.119995,1585.069946,1599.439941,1599.439941,9160050000
2005-09-19,1595.079956,1604.020020,1551.810059,1571.750000,1571.750000,8519230000
2005-09-26,1581.160034,1601.689941,1560.869995,1601.660034,1601.660034,8277410000
2005-10-03,1603.469971,1617.770020,1540.339966,1555.920044,1555.920044,9275760000
2005-10-10,1554.739990,1560.650024,1515.420044,1544.290039,1544.290039,8578940000
2005-10-17,1544.579956,1576.459961,1526.819946,1565.119995,1565.119995,8188690000
2005-10-24,1570.329956,1593.469971,1538.780029,1557.109985,1557.109985,8587750000
2005-10-31,1559.839966,1631.790039,1559.839966,1628.030029,1628.030029,9992140000
2005-11-07,1630.760010,1659.719971,1620.739990,1653.359985,1653.359985,6669620000
2005-11-14,1653.650024,1689.589966,1638.969971,1679.849976,1679.849976,8595640000
2005-11-21,1678.699951,1704.420044,1673.050049,1701.050049,1701.050049,3365780000
2005-11-28,1702.400024,1709.099976,1671.339966,1709.099976,1709.099976,8957930000
2005-12-05,1704.119995,1716.650024,1674.739990,1692.619995,1692.619995,8748580000
2005-12-12,1698.150024,1711.829956,1688.069946,1688.680054,1688.680054,7722700000
2005-12-19,1692.209961,1694.650024,1657.709961,1682.920044,1682.920044,7555730000
2005-12-26,1686.920044,1693.579956,1641.859985,1645.199951,1645.199951,4941440000
2006-01-02,1654.390015,1735.500000,1633.619995,1734.989990,1734.989990,8004690000
2006-01-09,1734.500000,1761.459961,1729.599976,1746.780029,1746.780029,10103770000
2006-01-16,1733.910034,1740.589966,1674.319946,1676.380005,1676.380005,8635450000
2006-01-23,1681.459961,1722.930054,1670.329956,1711.109985,1711.109985,10894680000
2006-01-30,1712.839966,1720.880005,1658.380005,1664.530029,1664.530029,10949090000
2006-02-06,1663.709961,1681.920044,1637.260010,1663.750000,1663.750000,10407520000
2006-02-13,1653.760010,1688.609985,1638.530029,1675.209961,1675.209961,9139460000
2006-02-20,1675.880005,1687.589966,1650.939941,1676.500000,1676.500000,6909470000
2006-02-27,1681.449951,1706.410034,1665.630005,1684.319946,1684.319946,10503540000
2006-03-06,1688.869995,1691.109985,1634.250000,1648.229980,1648.229980,9814890000
2006-03-13,1655.349976,1703.109985,1650.930054,1685.660034,1685.660034,10536180000
2006-03-20,1690.900024,1707.689941,1660.819946,1679.810059,1679.810059,10312260000
2006-03-27,1678.930054,1720.199951,1667.949951,1703.660034,1703.660034,10235460000
2006-04-03,1715.119995,1750.229980,1704.920044,1723.030029,1723.030029,10206940000
2006-04-10,1724.650024,1727.819946,1696.670044,1712.069946,1712.069946,6993220000
2006-04-17,1710.910034,1741.349976,1684.349976,1709.020020,1709.020020,10557860000
2006-04-24,1706.510010,1727.790039,1688.250000,1700.709961,1700.709961,11469460000
2006-05-01,1706.800049,1716.189941,1679.260010,1713.839966,1713.839966,10317490000
2006-05-08,1713.739990,1721.130005,1634.650024,1635.810059,1635.810059,10322040000
2006-05-15,1629.250000,1640.099976,1575.810059,1600.859985,1600.859985,10878140000
2006-05-22,1587.979980,1606.459961,1554.760010,1606.369995,1606.369995,10568390000
2006-05-29,1599.109985,1626.290039,1568.219971,1612.900024,1612.900024,7849840000
2006-06-05,1606.109985,1612.900024,1525.780029,1550.969971,1550.969971,10439500000
2006-06-12,1553.650024,1576.790039,1511.530029,1562.839966,1562.839966,11202000000
2006-06-19,1568.380005,1585.880005,1543.849976,1551.050049,1551.050049,8367740000
2006-06-26,1553.479980,1590.829956,1520.930054,1575.229980,1575.229980,9396650000
2006-07-03,1580.630005,1586.439941,1529.400024,1533.709961,1533.709961,5720130000
2006-07-10,1538.780029,1543.119995,1456.380005,1462.170044,1462.170044,9111810000
2006-07-17,1462.390015,1498.319946,1446.770020,1451.880005,1451.880005,10104840000
2006-07-24,1459.390015,1511.000000,1457.109985,1510.300049,1510.300049,9886280000
2006-07-31,1506.810059,1530.040039,1476.060059,1503.839966,1503.839966,8651900000
2006-08-07,1501.430054,1517.900024,1476.479980,1486.739990,1486.739990,8545520000
2006-08-14,1500.650024,1584.719971,1493.739990,1576.459961,1576.459961,9313350000
2006-08-21,1566.160034,1577.540039,1542.569946,1557.699951,1557.699951,7013990000
2006-08-28,1557.209961,1593.660034,1552.400024,1589.469971,1589.469971,7560630000
2006-09-04,1589.920044,1605.020020,1560.050049,1574.709961,1574.709961,6833950000
2006-09-11,1563.079956,1645.599976,1558.170044,1632.439941,1632.439941,9845270000
2006-09-18,1631.479980,1654.400024,1608.510010,1622.369995,1622.369995,9798710000
2006-09-25,1631.339966,1666.030029,1615.140015,1654.130005,1654.130005,9501480000
2006-10-02,1650.319946,1690.800049,1623.069946,1684.880005,1684.880005,9489810000
